"location","hits","keyword","geo","gprop","end.date","start.date"
"Marshall Islands","","tick paralysis","world","web",2018-04-13,2018-04-06
"Mali","","tick paralysis","world","web",2018-04-13,2018-04-06
"Malta","","tick paralysis","world","web",2018-04-13,2018-04-06
"Myanmar (Burma)","","tick paralysis","world","web",2018-04-13,2018-04-06
"Montenegro","","tick paralysis","world","web",2018-04-13,2018-04-06
"Mongolia","","tick paralysis","world","web",2018-04-13,2018-04-06
"Northern Mariana Islands","","tick paralysis","world","web",2018-04-13,2018-04-06
"Mozambique","","tick paralysis","world","web",2018-04-13,2018-04-06
"Mauritania","","tick paralysis","world","web",2018-04-13,2018-04-06
"Montserrat","","tick paralysis","world","web",2018-04-13,2018-04-06
"Martinique","","tick paralysis","world","web",2018-04-13,2018-04-06
"Mauritius","","tick paralysis","world","web",2018-04-13,2018-04-06
"Malawi","","tick paralysis","world","web",2018-04-13,2018-04-06
"Mayotte","","tick paralysis","world","web",2018-04-13,2018-04-06
"New Caledonia","","tick paralysis","world","web",2018-04-13,2018-04-06
"Niger","","tick paralysis","world","web",2018-04-13,2018-04-06
"Norfolk Island","","tick paralysis","world","web",2018-04-13,2018-04-06
"Nicaragua","","tick paralysis","world","web",2018-04-13,2018-04-06
"Niue","","tick paralysis","world","web",2018-04-13,2018-04-06
"Norway","","tick paralysis","world","web",2018-04-13,2018-04-06
"Nauru","","tick paralysis","world","web",2018-04-13,2018-04-06
"Panama","","tick paralysis","world","web",2018-04-13,2018-04-06
"Pitcairn Islands","","tick paralysis","world","web",2018-04-13,2018-04-06
"Peru","","tick paralysis","world","web",2018-04-13,2018-04-06
"Palau","","tick paralysis","world","web",2018-04-13,2018-04-06
"Papua New Guinea","","tick paralysis","world","web",2018-04-13,2018-04-06
"Puerto Rico","","tick paralysis","world","web",2018-04-13,2018-04-06
"North Korea","","tick paralysis","world","web",2018-04-13,2018-04-06
"Portugal","","tick paralysis","world","web",2018-04-13,2018-04-06
"Paraguay","","tick paralysis","world","web",2018-04-13,2018-04-06
"Palestine","","tick paralysis","world","web",2018-04-13,2018-04-06
"French Polynesia","","tick paralysis","world","web",2018-04-13,2018-04-06
"Qatar","","tick paralysis","world","web",2018-04-13,2018-04-06
"Réunion","","tick paralysis","world","web",2018-04-13,2018-04-06
"Romania","","tick paralysis","world","web",2018-04-13,2018-04-06
"Russia","","tick paralysis","world","web",2018-04-13,2018-04-06
"Rwanda","","tick paralysis","world","web",2018-04-13,2018-04-06
"Senegal","","tick paralysis","world","web",2018-04-13,2018-04-06
"South Georgia & South Sandwich Islands","","tick paralysis","world","web",2018-04-13,2018-04-06
"St. Helena","","tick paralysis","world","web",2018-04-13,2018-04-06
"Svalbard & Jan Mayen","","tick paralysis","world","web",2018-04-13,2018-04-06
"Solomon Islands","","tick paralysis","world","web",2018-04-13,2018-04-06
"Sierra Leone","","tick paralysis","world","web",2018-04-13,2018-04-06
"El Salvador","","tick paralysis","world","web",2018-04-13,2018-04-06
"San Marino","","tick paralysis","world","web",2018-04-13,2018-04-06
"Somalia","","tick paralysis","world","web",2018-04-13,2018-04-06
"St. Pierre & Miquelon","","tick paralysis","world","web",2018-04-13,2018-04-06
"Serbia","","tick paralysis","world","web",2018-04-13,2018-04-06
"South Sudan","","tick paralysis","world","web",2018-04-13,2018-04-06
"São Tomé & Príncipe","","tick paralysis","world","web",2018-04-13,2018-04-06
"Suriname","","tick paralysis","world","web",2018-04-13,2018-04-06
"Slovakia","","tick paralysis","world","web",2018-04-13,2018-04-06
"Slovenia","","tick paralysis","world","web",2018-04-13,2018-04-06
"Swaziland","","tick paralysis","world","web",2018-04-13,2018-04-06
"Sint Maarten","","tick paralysis","world","web",2018-04-13,2018-04-06
"Seychelles","","tick paralysis","world","web",2018-04-13,2018-04-06
"Turks & Caicos Islands","","tick paralysis","world","web",2018-04-13,2018-04-06
"Chad","","tick paralysis","world","web",2018-04-13,2018-04-06
"Togo","","tick paralysis","world","web",2018-04-13,2018-04-06
"Tajikistan","","tick paralysis","world","web",2018-04-13,2018-04-06
"Tokelau","","tick paralysis","world","web",2018-04-13,2018-04-06
"Turkmenistan","","tick paralysis","world","web",2018-04-13,2018-04-06
"Timor-Leste","","tick paralysis","world","web",2018-04-13,2018-04-06
"Tonga","","tick paralysis","world","web",2018-04-13,2018-04-06
"Trinidad & Tobago","","tick paralysis","world","web",2018-04-13,2018-04-06
"Tunisia","","tick paralysis","world","web",2018-04-13,2018-04-06
"Tuvalu","","tick paralysis","world","web",2018-04-13,2018-04-06
"Taiwan","","tick paralysis","world","web",2018-04-13,2018-04-06
"Uganda","","tick paralysis","world","web",2018-04-13,2018-04-06
"Ukraine","","tick paralysis","world","web",2018-04-13,2018-04-06
"U.S. Outlying Islands","","tick paralysis","world","web",2018-04-13,2018-04-06
"Uruguay","","tick paralysis","world","web",2018-04-13,2018-04-06
"Uzbekistan","","tick paralysis","world","web",2018-04-13,2018-04-06
"Vatican City","","tick paralysis","world","web",2018-04-13,2018-04-06
"St. Vincent & Grenadines","","tick paralysis","world","web",2018-04-13,2018-04-06
"Venezuela","","tick paralysis","world","web",2018-04-13,2018-04-06
"British Virgin Islands","","tick paralysis","world","web",2018-04-13,2018-04-06
"U.S. Virgin Islands","","tick paralysis","world","web",2018-04-13,2018-04-06
"Vietnam","","tick paralysis","world","web",2018-04-13,2018-04-06
"Vanuatu","","tick paralysis","world","web",2018-04-13,2018-04-06
"Wallis & Futuna","","tick paralysis","world","web",2018-04-13,2018-04-06
"Samoa","","tick paralysis","world","web",2018-04-13,2018-04-06
"Kosovo","","tick paralysis","world","web",2018-04-13,2018-04-06
"Yemen","","tick paralysis","world","web",2018-04-13,2018-04-06
"Zimbabwe","","tick paralysis","world","web",2018-04-13,2018-04-06
"Slovakia","100","ixodes","world","web",2018-04-13,2018-04-06
"Lithuania","71","ixodes","world","web",2018-04-13,2018-04-06
"Czechia","52","ixodes","world","web",2018-04-13,2018-04-06
"Serbia","48","ixodes","world","web",2018-04-13,2018-04-06
"Romania","45","ixodes","world","web",2018-04-13,2018-04-06
"Hungary","40","ixodes","world","web",2018-04-13,2018-04-06
"Switzerland","33","ixodes","world","web",2018-04-13,2018-04-06
"Poland","33","ixodes","world","web",2018-04-13,2018-04-06
"Bulgaria","30","ixodes","world","web",2018-04-13,2018-04-06
"Belgium","30","ixodes","world","web",2018-04-13,2018-04-06
"Ukraine","28","ixodes","world","web",2018-04-13,2018-04-06
"Italy","26","ixodes","world","web",2018-04-13,2018-04-06
"Finland","25","ixodes","world","web",2018-04-13,2018-04-06
"Colombia","23","ixodes","world","web",2018-04-13,2018-04-06
"Canada","21","ixodes","world","web",2018-04-13,2018-04-06
"United States","17","ixodes","world","web",2018-04-13,2018-04-06
"Austria","15","ixodes","world","web",2018-04-13,2018-04-06
"France","15","ixodes","world","web",2018-04-13,2018-04-06
"Spain","15","ixodes","world","web",2018-04-13,2018-04-06
"Germany","14","ixodes","world","web",2018-04-13,2018-04-06
"Mexico","13","ixodes","world","web",2018-04-13,2018-04-06
"Australia","11","ixodes","world","web",2018-04-13,2018-04-06
"United Kingdom","10","ixodes","world","web",2018-04-13,2018-04-06
"Netherlands","10","ixodes","world","web",2018-04-13,2018-04-06
"Russia","9","ixodes","world","web",2018-04-13,2018-04-06
"Hong Kong","8","ixodes","world","web",2018-04-13,2018-04-06
"Philippines","7","ixodes","world","web",2018-04-13,2018-04-06
"Sweden","7","ixodes","world","web",2018-04-13,2018-04-06
"Denmark","6","ixodes","world","web",2018-04-13,2018-04-06
"Brazil","4","ixodes","world","web",2018-04-13,2018-04-06
"India","3","ixodes","world","web",2018-04-13,2018-04-06
"Turkey","1","ixodes","world","web",2018-04-13,2018-04-06
"Indonesia","1","ixodes","world","web",2018-04-13,2018-04-06
"Japan","1","ixodes","world","web",2018-04-13,2018-04-06
"St. Vincent & Grenadines",NA,"ixodes","world","web",2018-04-13,2018-04-06
"St. Kitts & Nevis",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Namibia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Estonia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Ethiopia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Macedonia (FYROM)",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Jamaica",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Zambia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Mongolia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Slovenia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"St. Helena",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Panama",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Latvia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Puerto Rico",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Ghana",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Portugal",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Costa Rica",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Algeria",NA,"ixodes","world","web",2018-04-13,2018-04-06
"New Zealand",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Croatia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Greece",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Norway",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Israel",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Pakistan",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Ireland",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Singapore",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Egypt",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Iraq",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Kenya",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Saudi Arabia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Nigeria",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Malaysia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Peru",NA,"ixodes","world","web",2018-04-13,2018-04-06
"South Korea",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Argentina",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Iran",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Chile",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Kazakhstan",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Thailand",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Venezuela",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Taiwan",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Aruba",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Afghanistan",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Angola",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Anguilla",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Åland Islands",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Albania",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Andorra",NA,"ixodes","world","web",2018-04-13,2018-04-06
"United Arab Emirates",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Armenia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"American Samoa",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Antarctica",NA,"ixodes","world","web",2018-04-13,2018-04-06
"French Southern Territories",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Antigua & Barbuda",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Azerbaijan",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Burundi",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Benin",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Caribbean Netherlands",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Burkina Faso",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Bangladesh",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Bahrain",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Bahamas",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Bosnia & Herzegovina",NA,"ixodes","world","web",2018-04-13,2018-04-06
"St. Barthélemy",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Belarus",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Belize",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Bermuda",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Bolivia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Barbados",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Brunei",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Bhutan",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Bouvet Island",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Botswana",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Central African Republic",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Cocos (Keeling) Islands",NA,"ixodes","world","web",2018-04-13,2018-04-06
"China",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Côte d’Ivoire",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Cameroon",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Congo - Kinshasa",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Congo - Brazzaville",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Cook Islands",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Comoros",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Cape Verde",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Cuba",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Curaçao",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Christmas Island",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Cayman Islands",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Cyprus",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Djibouti",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Dominica",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Dominican Republic",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Ecuador",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Eritrea",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Western Sahara",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Fiji",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Falkland Islands (Islas Malvinas)",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Faroe Islands",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Micronesia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Gabon",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Georgia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Guernsey",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Gibraltar",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Guinea",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Guadeloupe",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Gambia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Guinea-Bissau",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Equatorial Guinea",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Grenada",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Greenland",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Guatemala",NA,"ixodes","world","web",2018-04-13,2018-04-06
"French Guiana",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Guam",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Guyana",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Heard & McDonald Islands",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Honduras",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Haiti",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Isle of Man",NA,"ixodes","world","web",2018-04-13,2018-04-06
"British Indian Ocean Territory",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Iceland",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Jersey",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Jordan",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Kyrgyzstan",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Cambodia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Kiribati",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Kuwait",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Laos",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Lebanon",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Liberia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Libya",NA,"ixodes","world","web",2018-04-13,2018-04-06
"St. Lucia",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Liechtenstein",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Sri Lanka",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Lesotho",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Luxembourg",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Macau",NA,"ixodes","world","web",2018-04-13,2018-04-06
"St. Martin",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Morocco",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Monaco",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Moldova",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Madagascar",NA,"ixodes","world","web",2018-04-13,2018-04-06
"Maldives",NA,"ixodes","world","web",2018-04-13,2018-04-06
